sdss_name,u_url,g_url,r_url,i_url,z_url
301_4858_1_672,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4858/1/frame-u-004858-1-0672.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4858/1/frame-g-004858-1-0672.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4858/1/frame-r-004858-1-0672.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4858/1/frame-i-004858-1-0672.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4858/1/frame-z-004858-1-0672.fits.bz2
301_1755_3_671,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1755/3/frame-u-001755-3-0671.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1755/3/frame-g-001755-3-0671.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1755/3/frame-r-001755-3-0671.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1755/3/frame-i-001755-3-0671.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1755/3/frame-z-001755-3-0671.fits.bz2
301_4381_2_93,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4381/2/frame-u-004381-2-0093.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4381/2/frame-g-004381-2-0093.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4381/2/frame-r-004381-2-0093.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4381/2/frame-i-004381-2-0093.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4381/2/frame-z-004381-2-0093.fits.bz2
301_3384_5_555,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3384/5/frame-u-003384-5-0555.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3384/5/frame-g-003384-5-0555.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3384/5/frame-r-003384-5-0555.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3384/5/frame-i-003384-5-0555.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3384/5/frame-z-003384-5-0555.fits.bz2
301_3631_1_301,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3631/1/frame-u-003631-1-0301.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3631/1/frame-g-003631-1-0301.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3631/1/frame-r-003631-1-0301.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3631/1/frame-i-003631-1-0301.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3631/1/frame-z-003631-1-0301.fits.bz2
301_4797_3_33,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4797/3/frame-u-004797-3-0033.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4797/3/frame-g-004797-3-0033.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4797/3/frame-r-004797-3-0033.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4797/3/frame-i-004797-3-0033.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4797/3/frame-z-004797-3-0033.fits.bz2
301_3384_5_442,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3384/5/frame-u-003384-5-0442.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3384/5/frame-g-003384-5-0442.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3384/5/frame-r-003384-5-0442.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3384/5/frame-i-003384-5-0442.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3384/5/frame-z-003384-5-0442.fits.bz2
301_2141_2_293,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2141/2/frame-u-002141-2-0293.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2141/2/frame-g-002141-2-0293.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2141/2/frame-r-002141-2-0293.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2141/2/frame-i-002141-2-0293.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2141/2/frame-z-002141-2-0293.fits.bz2
301_1729_5_308,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1729/5/frame-u-001729-5-0308.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1729/5/frame-g-001729-5-0308.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1729/5/frame-r-001729-5-0308.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1729/5/frame-i-001729-5-0308.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1729/5/frame-z-001729-5-0308.fits.bz2
301_1659_5_68,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1659/5/frame-u-001659-5-0068.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1659/5/frame-g-001659-5-0068.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1659/5/frame-r-001659-5-0068.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1659/5/frame-i-001659-5-0068.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1659/5/frame-z-001659-5-0068.fits.bz2
301_1908_5_26,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1908/5/frame-u-001908-5-0026.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1908/5/frame-g-001908-5-0026.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1908/5/frame-r-001908-5-0026.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1908/5/frame-i-001908-5-0026.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1908/5/frame-z-001908-5-0026.fits.bz2
301_3465_4_148,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3465/4/frame-u-003465-4-0148.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3465/4/frame-g-003465-4-0148.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3465/4/frame-r-003465-4-0148.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3465/4/frame-i-003465-4-0148.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3465/4/frame-z-003465-4-0148.fits.bz2
301_4933_6_666,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4933/6/frame-u-004933-6-0666.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4933/6/frame-g-004933-6-0666.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4933/6/frame-r-004933-6-0666.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4933/6/frame-i-004933-6-0666.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4933/6/frame-z-004933-6-0666.fits.bz2
301_3712_1_157,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3712/1/frame-u-003712-1-0157.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3712/1/frame-g-003712-1-0157.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3712/1/frame-r-003712-1-0157.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3712/1/frame-i-003712-1-0157.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3712/1/frame-z-003712-1-0157.fits.bz2
301_4128_1_260,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4128/1/frame-u-004128-1-0260.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4128/1/frame-g-004128-1-0260.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4128/1/frame-r-004128-1-0260.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4128/1/frame-i-004128-1-0260.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4128/1/frame-z-004128-1-0260.fits.bz2
301_3384_2_627,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3384/2/frame-u-003384-2-0627.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3384/2/frame-g-003384-2-0627.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3384/2/frame-r-003384-2-0627.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3384/2/frame-i-003384-2-0627.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3384/2/frame-z-003384-2-0627.fits.bz2
301_2873_1_227,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2873/1/frame-u-002873-1-0227.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2873/1/frame-g-002873-1-0227.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2873/1/frame-r-002873-1-0227.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2873/1/frame-i-002873-1-0227.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2873/1/frame-z-002873-1-0227.fits.bz2
301_3367_5_85,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3367/5/frame-u-003367-5-0085.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3367/5/frame-g-003367-5-0085.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3367/5/frame-r-003367-5-0085.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3367/5/frame-i-003367-5-0085.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3367/5/frame-z-003367-5-0085.fits.bz2
301_3563_5_17,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3563/5/frame-u-003563-5-0017.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3563/5/frame-g-003563-5-0017.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3563/5/frame-r-003563-5-0017.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3563/5/frame-i-003563-5-0017.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3563/5/frame-z-003563-5-0017.fits.bz2
301_1888_5_103,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1888/5/frame-u-001888-5-0103.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1888/5/frame-g-001888-5-0103.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1888/5/frame-r-001888-5-0103.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1888/5/frame-i-001888-5-0103.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1888/5/frame-z-001888-5-0103.fits.bz2
301_3325_4_412,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3325/4/frame-u-003325-4-0412.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3325/4/frame-g-003325-4-0412.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3325/4/frame-r-003325-4-0412.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3325/4/frame-i-003325-4-0412.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3325/4/frame-z-003325-4-0412.fits.bz2
301_4288_3_171,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4288/3/frame-u-004288-3-0171.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4288/3/frame-g-004288-3-0171.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4288/3/frame-r-004288-3-0171.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4288/3/frame-i-004288-3-0171.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4288/3/frame-z-004288-3-0171.fits.bz2
301_4927_5_640,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4927/5/frame-u-004927-5-0640.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4927/5/frame-g-004927-5-0640.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4927/5/frame-r-004927-5-0640.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4927/5/frame-i-004927-5-0640.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4927/5/frame-z-004927-5-0640.fits.bz2
301_2392_1_101,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2392/1/frame-u-002392-1-0101.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2392/1/frame-g-002392-1-0101.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2392/1/frame-r-002392-1-0101.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2392/1/frame-i-002392-1-0101.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2392/1/frame-z-002392-1-0101.fits.bz2
301_4203_2_321,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4203/2/frame-u-004203-2-0321.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4203/2/frame-g-004203-2-0321.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4203/2/frame-r-004203-2-0321.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4203/2/frame-i-004203-2-0321.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4203/2/frame-z-004203-2-0321.fits.bz2
301_3716_2_217,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3716/2/frame-u-003716-2-0217.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3716/2/frame-g-003716-2-0217.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3716/2/frame-r-003716-2-0217.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3716/2/frame-i-003716-2-0217.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3716/2/frame-z-003716-2-0217.fits.bz2
301_1336_4_98,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1336/4/frame-u-001336-4-0098.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1336/4/frame-g-001336-4-0098.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1336/4/frame-r-001336-4-0098.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1336/4/frame-i-001336-4-0098.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1336/4/frame-z-001336-4-0098.fits.bz2
301_1729_3_347,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1729/3/frame-u-001729-3-0347.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1729/3/frame-g-001729-3-0347.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1729/3/frame-r-001729-3-0347.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1729/3/frame-i-001729-3-0347.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/1729/3/frame-z-001729-3-0347.fits.bz2
301_4128_4_104,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4128/4/frame-u-004128-4-0104.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4128/4/frame-g-004128-4-0104.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4128/4/frame-r-004128-4-0104.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4128/4/frame-i-004128-4-0104.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4128/4/frame-z-004128-4-0104.fits.bz2
301_7183_4_200,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/7183/4/frame-u-007183-4-0200.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/7183/4/frame-g-007183-4-0200.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/7183/4/frame-r-007183-4-0200.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/7183/4/frame-i-007183-4-0200.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/7183/4/frame-z-007183-4-0200.fits.bz2
301_2708_2_96,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2708/2/frame-u-002708-2-0096.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2708/2/frame-g-002708-2-0096.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2708/2/frame-r-002708-2-0096.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2708/2/frame-i-002708-2-0096.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2708/2/frame-z-002708-2-0096.fits.bz2
301_3437_3_343,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3437/3/frame-u-003437-3-0343.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3437/3/frame-g-003437-3-0343.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3437/3/frame-r-003437-3-0343.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3437/3/frame-i-003437-3-0343.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/3437/3/frame-z-003437-3-0343.fits.bz2
301_4948_3_185,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4948/3/frame-u-004948-3-0185.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4948/3/frame-g-004948-3-0185.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4948/3/frame-r-004948-3-0185.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4948/3/frame-i-004948-3-0185.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/4948/3/frame-z-004948-3-0185.fits.bz2
301_7765_1_119,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/7765/1/frame-u-007765-1-0119.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/7765/1/frame-g-007765-1-0119.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/7765/1/frame-r-007765-1-0119.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/7765/1/frame-i-007765-1-0119.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/7765/1/frame-z-007765-1-0119.fits.bz2
301_2821_3_43,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2821/3/frame-u-002821-3-0043.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2821/3/frame-g-002821-3-0043.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2821/3/frame-r-002821-3-0043.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2821/3/frame-i-002821-3-0043.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/2821/3/frame-z-002821-3-0043.fits.bz2
301_7183_1_244,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/7183/1/frame-u-007183-1-0244.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/7183/1/frame-g-007183-1-0244.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/7183/1/frame-r-007183-1-0244.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/7183/1/frame-i-007183-1-0244.fits.bz2,https://dr18.sdss.org/sas/dr18/prior-surveys/sdss4-dr17-eboss/photoObj/frames/301/7183/1/frame-z-007183-1-0244.fits.bz2
